unique	total	date	branch	files	subject
5	5	2026-05-04	dev/sprint-20-thirteenth-wave-multi-agent-2026-05-04	.telemetry/proposed-events.yaml,docs/a11y/WCAG_findings.md,docs/master-plan-end-to-end.md,docs/security/csp-policy.md,docs/tracking/event-catalog.md,index.html	docs(master-plan): 13va ola registrada (a11y closure + i18n locales + CSP nonce + analytics x5)
6	6	2026-05-04	dev/sprint-20-twelfth-wave-multi-agent-2026-05-04	docs/a11y/WCAG_findings.md,docs/master-plan-end-to-end.md,docs/security/STRIDE_findings.md,docs/security/csp-policy.md,server.ts,src/components/calendar/AddEventModal.tsx	fix(test): hmac mutation test uses middle char (not last)
5	5	2026-05-04	dev/sprint-20-eleventh-wave-multi-agent-2026-05-04	docs/a11y/WCAG_findings.md,docs/master-plan-end-to-end.md,docs/security/STRIDE_findings.md,docs/security/csp-policy.md,server.ts,src/components/dashboard/ModuleGroupsGrid.tsx	docs(master-plan): und├®cima ola registrada (a11y fixes + analytics x4 + i18n x6 + CSP middleware)
5	5	2026-05-04	dev/sprint-20-tenth-wave-multi-agent-2026-05-04	PERFORMANCE.md,docs/a11y/A11Y_AUDIT.md,docs/a11y/WCAG_findings.md,docs/a11y/checklist-WCAG-2.2-AA.md,docs/master-plan-end-to-end.md,docs/observability/INDEX.md	docs(master-plan): d├®cima ola registrada (analytics x6 + Sentry alerts + perf -16.4% + WCAG audit)
5	5	2026-05-04	dev/sprint-20-ninth-wave-multi-agent-2026-05-04	docs/master-plan-end-to-end.md,docs/security/STRIDE_findings.md,docs/testing/MUTATION_TESTING.md,package.json,src/components/findings/AddFindingModal.tsx,src/components/processes/ProcessDetailModal.tsx	docs(master-plan): novena ola registrada (TM-I03 + TM-T03 cerrados, stryker unificado, analytics live)
7	7	2026-05-04	dev/sprint-20-eighth-wave-multi-agent-2026-05-04	.dockerignore,.gcloudignore,.github/workflows/mobile-build-check.yml,.gitignore,.telemetry/proposed-events.yaml,Dockerfile.api	fix(ci): use 'cap doctor' for Capacitor config sanity step
8	8	2026-05-04	dev/sprint-20-seventh-wave-multi-agent-2026-05-04	.github/workflows/mobile-build-check.yml,.telemetry/audits/2026-05-04.md,.telemetry/current-implementation.md,.telemetry/current-state.yaml,capacitor.config.ts,docs/architecture-decisions/0006-mobile-deferred-to-local-build.md	docs(master-plan): reflect Sprint 20 seventh wave (Mobile-prep+Tracking+Runbooks+i18n-shell)
10	10	2026-05-04	dev/sprint-20-sixth-wave-multi-agent-2026-05-04	docs/master-plan-end-to-end.md,index.html,public/mascot.webp,scripts/convert-to-webp.mjs,src/components/documents/AddDocumentModal.tsx,src/components/documents/EditDocumentModal.tsx	docs(master-plan): reflect Sprint 20 sixth wave (Psi+Omega+A-prime+B-prime)
2	2	2026-05-04	dev/sprint-20-images-generation-one-by-one-2026-05-04	docs/medical-icons-generation-prompt.md	docs(medical): rewrite with 50 standalone prompts (33 medical + 17 informational)
8	8	2026-05-04	dev/sprint-20-fifth-wave-multi-agent-2026-05-04	docs/master-plan-end-to-end.md,package-lock.json,package.json,src/components/audits/AddAuditModal.tsx,src/components/audits/ISOManagementHeader.tsx,src/components/emergency/Asesor.tsx	docs(master-plan): reflect Sprint 20 fifth wave (Rho+Sigma+Tau+Phi)
9	9	2026-05-04	dev/sprint-20-fourth-wave-multi-agent-2026-05-04	docs/master-plan-end-to-end.md,package-lock.json,package.json,src/components/emergency/CrisisChat.tsx,src/components/emergency/DynamicEvacuationMap.tsx,src/components/emergency/EmergencyCheckIn.tsx	docs(master-plan): reflect Sprint 20 fourth wave (Nu+Xi+Omicron+Pi)
11	11	2026-05-04	dev/sprint-20-third-wave-multi-agent-2026-05-04	docs/master-plan-end-to-end.md,src/components/slm/OfflineSLMBanner.tsx,src/components/slm/SLMModelPicker.tsx,src/components/slm/SLMStatusPanel.tsx,src/components/slm/__tests__/OfflineSLMBanner.test.tsx,src/components/slm/__tests__/SLMModelPicker.test.tsx	docs(master-plan): reflect Sprint 20 third wave (4 buckets: Iota+Kappa+Lambda+Mu)
7	7	2026-05-04	dev/sprint-20-second-wave-multi-agent-2026-05-04	docs/master-plan-end-to-end.md,package-lock.json,package.json,src/components/audits/ISOManagement.tsx,src/components/audits/ISOManagementFilters.tsx,src/components/audits/ISOManagementHeader.tsx	docs(master-plan): reflect Sprint 20 second wave (Delta + Epsilon + Eta)
5	5	2026-05-04	dev/sprint-20-multi-agent-execution-2026-05-04	.github/workflows/deploy.yml,docs/master-plan-end-to-end.md,scripts/generate-medical-icons.mjs,src/components/risks/IPERCAnalysis.tsx,src/components/risks/IPERCMatrix.tsx,src/services/slm/index.ts	docs(master-plan): reflect Sprint 20 multi-agent progress (3 buckets done)
3	3	2026-05-04	dev/sprint-20-icons-bundled-offline-2026-05-04	docs/architecture-decisions/0004-medical-icons-bundled-for-offline.md,docs/master-plan-end-to-end.md,scripts/biorender-references.json,scripts/generate-medical-icons.mjs,src/components/medical/MedicalIcon.test.tsx,src/components/medical/MedicalIcon.tsx	docs: ADR-0004 medical icons bundled for offline + master plan Fase 1b update
3	3	2026-05-04	dev/sprint-20-execution-medical-icons-hosted-2026-05-04	docs/architecture-decisions/0004-medical-icons-hosted-on-server.md,docs/master-plan-end-to-end.md,scripts/biorender-references.json,scripts/generate-medical-icons.mjs,src/components/medical/MedicalIcon.tsx,src/services/medical/iconLibrary.test.ts	docs: ADR-0004 medical icons hosted + master plan SLM bundle relax
3	3	2026-05-04	dev/sprint-20-master-plan-end-to-end-2026-05-04	.gitignore,docs/master-plan-end-to-end.md	chore(gitignore): playwright-report + test-results (local artifacts) + dedupe .claude
17	17	2026-05-04	dev/sprint-19-orchestrator-debt-cleanup-2026-05-04	docs/audit/PENDING_AFTER_SPRINT_19.md,docs/audit/auditoria777-parte2.md,docs/audit/auditoria777.md,docs/sprints/SPRINT_20_SPEC.md,docs/sprints/sprint-20-architecture.png,docs/sprints/sprint-20-architecture.svg	docs(audit): pending-after-sprint-19 ÔÇö verified-in-place + deferred to Sprint 20+
6	6	2026-05-03	dev/sprint-17c-bioicons-medical-2026-05-04	.github/workflows/e2e.yml,.gitignore,docs/architecture-decisions/0003-medical-iconography-bioicons-primary.md,docs/testing/playwright.md,package-lock.json,package.json	fix(e2e): skip landing tests pending Firebase env mocking in CI (Sprint 19)
20	20	2026-05-03	dev/sprint-16-gemini-first-ui-2026-05-04	.github/workflows/ci.yml,.github/workflows/perf.yml,MASTER_PROPOSAL_2026-05.md,PLAN_PARTE4_ROADMAP_IMPLEMENTACION.md,ROADMAP_2026-05.md,STATE_OF_FUNCTIONALITY_2026-05-04.md	feat(safety): FallDetectionMonitor opt-in toggle (battery preservation for non-altura roles)
10	11	2026-05-03	dev/sprint-15-organic-structure-2026-05-04	SKILL_ROUTING_2026-05-04.md,firestore.rules,package-lock.json,package.json,server.ts,src/server/routes/organic.ts	chore(deps): sync package-lock.json after @testing-library/dom devDep addition
20	20	2026-05-03	dev/sprint-11-12-13-14-multi-2026-05-03	DIGITAL_TWIN_GPU_FREE_PLAN.md,firestore.rules,server.ts,src/App.tsx,src/__tests__/server/commute.test.ts,src/__tests__/server/emergency.test.ts	test(driving): commute lifecycle + endpoint coverage
12	12	2026-05-03	dev/sprint10-pricing-zettelkasten-2026-05-03	API_B2D_SPEC.md,BILLING.md,PRICING.md,PROTO_ARCHAEOLOGY.md,ZETTELKASTEN_V2_NODES_FULL.md,docs/proto/analisis_funcional.md	test(zettelkasten): registries integrity ÔÇö count, uniqueness, kebab-case, source citations
10	10	2026-05-02	claude/setup-github-access-9rYY6	.github/workflows/ci.yml,.github/workflows/deploy.yml,.gitignore,Dockerfile,firestore.rules,infrastructure/terraform/README.md	chore: ignore .claude/ worktrees directory
